id_documento;nome_documento;tipo_documento
534;Filas em pontos de ônibus no vale do Anhangabaú (Alice Brill);Fotografia
535;O Rábula da Liberdade;Texto acadêmico
536;Turma de formandos da Faculdade de Medicina da Bahia, 1926;Fotografia
537;Lampião da Esquina (12/05/1979);Jornal
538;Como fabricar monstros;Jornal
539;Armazém de Pancadas;Caricatura
540;Dentes intencionalmente modificados;Conjunto (Texto/Foto)
541;Clarice – uma vida que se conta;Biografia
542;Se não fosse o samba... / Eu não sou santo;Capa de disco
543;Do Valongo à Favela;Depoimento
544;Notícias Populares (11/05/1975 e 18/05/1975);Jornal
545;Placa Cemitério dos Imigrantes / Homenagem Afro-Brasileiros;Fotografia/Placa
546;Notícias do Dia, 17/11/2011;Jornal
547;Ficha e Pareceres da Censura (33a, 33b, 33c);Ficha/Parecer
548;Gordofobia: por que esse preconceito é mais grave...;Revista eletrônica
549;Direito Civil;Jornal
550;Estrada de floresta;Pintura
551;A Lei da Sopa Paraguaia e a Constituição Federal;Jornal eletrônico
552;Tartaruga (Receita);Receita
553;Dona Benta – Comer bem;Capa de livro
554;Vomitório de Le Roy;Propaganda
555;Fotografias I a IV – Luciano Carneiro;Fotografia
556;O Sertanejo – 03/10/1885;Jornal
557;Liberdade condicional / Mechanicus / A Águia;Xilogravura
558;Folha da Manhã – 14/09/1957;Jornal
559;Documento manuscrito de 1877 – Transcrição paleográfica;Tarefa
560;Proposta de Reforma (2017);Proposta
561;Elevação Mental;Letra de música
562;Um canto no meu ateliê, 1884;Quadro
563;A Falência;Literatura
564;Boa Vista mantém recorde da maior paçoca do mundo;Notícia de jornal
565;Tapirussú / Tatu;Relato de viajante
566;Mapa histórico da fronteira entre Brasil e Venezuela;Mapa
567;Lajedo de Soledade (Entrada, Rochas e Pinturas);Fotografia
568;Cobogó (Definição e Imagem);Dicionário / Foto
569;O Pharol: diário da tarde, 13/06/1887;Jornal
570;Uma década de presença indígena na UFSCar;Texto acadêmico
571;Questionário da 11ª ONHB;Documento
572;Xaxado;História em Quadrinhos
573;"""A Semana”, 16 de outubro de 1892";Literatura
574;Jornal da República, 27 de agosto de 1979;Jornal
575;Cortiço no Brás;Fotografia
576;Norma e Conflito;Texto acadêmico
577;Jornal Cabichuí (Jornal e transcrição);Jornal
578;Quilombo: vidas, problemas e aspirações do negro;Jornal
579;Camila, Camila;Letra de música
580;Correio da Manhã, 1 de outubro de 1937;Jornal
581;História pra ninar gente grande;Letra de samba enredo
582;O mural “A conquista do espaço” (Aldo Locatelli, 1953);Mural/Pintura
583;Marcha para Oeste – Rondônia (Ricardo Leon Chaves, 1985);Fotografia
584;As Cavalhadas de Pirenópolis (Roger Mello);Ilustração
585;Diário de um detento;Letra de música
586;Carandiru I e II;Fotografia
587;Capa e Contracapa “Calabar” (Versões I, II e III);Capa de disco
588;S. John del Rey Mining Company;Fotografia
589;Hannah Arendt (Trecho de filme);Transcrição
590;Juramento;Panfleto
591;Casa das Minas / Terreiro Casa das Minas;Foto / Doc. Legal
592;Angola Janga (I a V);Romance gráfico
593;Requerimento de censura: “Pastel de Carne Humana”;Relatório/Doc.
594;Incêndio do Museu Nacional não é tragédia...;Blog
595;A Boa Nova, 12/05/1877;Jornal
596;A voz do caixeiro, 29/06/1890;Jornal
597;Palestra de Daniel Munduruku;Palestra
598;Parede de Memória (I e II);Instalação
599;Holocausto brasileiro (Livro e Jornal eletrônico);Livro / Notícia
600;Pátios e Retratos (Barbacena/Holocausto);Fotografia
601;Pinhão de Amarração;Letra de música
602;Lei nº 1.157, de 26 de junho de 1862;Documento legal
603;Nova loja da Viúva Freitas;Propaganda
604;Violeta Arraes: Como falar de uma flor;Revista digital
605;Vila Itororó (Postais, Fotos, Projetos e Tombamento);Conjunto Documental
606;Um olhar sobre as benzedeiras de Juruena;Texto acadêmico
607;A reescrita da História em “Calabar, o Elogio da Traição”;Texto acadêmico
608;Carta de Adandozan (Rei do Daomé) a Dom João;Carta
609;Cultura Material Real do Daomé (Bandeira, Trono, Bolsa);Objeto/Arte
610;Canudos – 100 anos (I, II e III);Fotografia
611;Gonê;Letra de música
612;Manuscrito de 1895 (Doc. 46);Manuscrito
613;Texto Michelle Perrot;Texto
614;Tirinha Cedraz;Tirinha
615;Samba Mangueira;Letra de música
616;Manual de Imagens (JPG);Manual
617;Corrente de whatsapp: fato e ficção sobre a família real;Jornal eletrônico
618;Brasileiro troca cartas com Thomas Jefferson;Jornal eletrônico
619;1824: como os alemães vieram parar no Brasil;Texto acadêmico
620;Brasília: 950.000 carros vendidos até agora;Propaganda
621;Moqueca sem graça? Assim Tessália mata o capixaba!;Jornal eletrônico
622;Explique o nome de sua equipe;Tarefa / Formulário
623;Dream;Charge
624;Os cemitérios da Guerra do Contestado (1912–1916);Texto acadêmico
625;A mulher que virou homem;Música
626;Adeus Recife;Literatura / Poesia
627;Quilombos, Cabixis e Caburés;Texto acadêmico
628;Adolfo Caminha: um polígrafo na literatura brasileira;Texto acadêmico
629;Um dia um rio (capa, epígrafe e páginas);Literatura infantil
630;Questionário de identificação da equipe;Tarefa
631;As cartas das crianças da Maré (1 a 12);Conjunto de Cartas
632;Romance II ou do Ouro Incansável;Literatura
633;Agências e hotéis já registram maior interesse...;Jornal
634;Além do Pantanal / Pantanal ecológico;Propaganda
635;Decreto-Lei nº 1.006, de 30 de dezembro de 1938;Documento legal
636;Cartas da Mãe;Literatura
637;Para CIA, Nordeste era crucial contra ataque soviético;Jornal eletrônico
638;Ponte do Imperador D. Pedro II (Notícia e Fotos);Conjunto Documental
639;Golpe de Estado: o conceito e sua história;Texto acadêmico
640;Postais, década de 1901–1910;Cartões postais
641;O Jabuti resiste - Greenpeace (1 a 9);Literatura
642;Pós-abolição e quotidiano;Texto acadêmico
643;Dorme, Meu Menino, Dorme;Literatura / Música
644;Visita ao Forte do Príncipe da Beira (1913);Fotografia
645;Emenda Constitucional nº 1 (1969);Documento legal
646;Diário do Maranhão, 24 de maio de 1874;Jornal
647;Beijo ao Luar (2013);Quadro
648;A materialidade da repressão à guerrilha do Araguaia;Texto acadêmico
649;Any querida (Páginas 1, 2 e 3);Mensagem / Carta
650;Nova estátua de Iemanjá é inaugurada em Natal;Jornal eletrônico
651;”Africanos” da Torrelandia / ”Tupy-Guarany” do Roggers;Fotografia
652;O que significava ser cidadão nos tempos coloniais;Texto acadêmico
653;Jânio Quadros condecora Ernesto Guevara;Foto / Jornal
654;Prédio da Fundação Iberê Camargo;Fotografia
655;Entenda a polêmica envolvendo recolhimento de HQ;Jornal eletrônico
656;Localização e extensão das Terras Indígenas;Mapa
657;Pequeno Manual Antirracista;Livro
658;Todas as Vidas;Literatura
659;Qual lado da corda você tá?;Grafite
660;Casamento do Matuto é Patrimônio Cultural de Sergipe;Jornal eletrônico
661;Museu do Ipiranga 2022 / Diário da Obra;Vídeo
662;Cartas entre Câmara Cascudo e Mário de Andrade (1925);Cartas
663;AmarElo no Theatro Municipal (I, II, III e Trailer);Foto / Vídeo
664;Brasil;Música
665;Massacre de Ipatinga (1963 e 1984);Folheto
666;Evolução do Mapa Rodoviário (1960 a Atual);Mapas
667;Estradas de rodagem - a expansão de 1957-1964;Mapa
668;Guerra dos Mascates (Texto on-line);Texto
669;A fronda dos mazombos (Evaldo Cabral de Mello);Texto acadêmico
670;50 anos do Massacre de Manguinhos;Revista
671;Questionário da 13ª ONHB;Documento
672;Criança amarela (1, 2 e 3);História em quadrinhos
673;A epidemia de grippe e a defesa sanitaria do Brazil;Jornal
674;Reclame;Charge
675;Meninas tinham menos capacidade intelectual que meninos;Jornal eletrônico
676;Retorno;Música
677;Inserções em circuitos ideológicos: Projeto cédula (1970–2018);Cédulas / Arte
678;Theatro Municipal (Propaganda);Propaganda
679;Racismo em São Paulo;Jornal
680;Inflação do ano chega a 1.764,86%;Jornal
681;Autos da vila de Nossa Senhora da Assunção de Benevente;Documento legal
682;Um negócio de alto risco: roubo, pirataria e morte no tráfico;Texto acadêmico
683;Aclamação de Dom Pedro I – Imperador do Brasil;Pintura/Litografia
684;Manifestação durante a reunião da SBPC em Salvador, 1981;Fotografia
685;Contestado – Terra Contestada;Painel
686;Paulo Freire de volta ao Brasil;Jornal
687;Mobral, 1971;Óleo sobre tela
688;Dedicatória (pág. 1, 2 e 3);Livro
689;Processo de Dona Catarina Quaresma (Processo e Autos);Documento legal
690;Numa procissão;Jornal
691;Paridade em memória à família Maurício / Nélson Lopes Sol;Fotomontagem
692;Entrevista: Gê Viana;Entrevista
693;Jesus e Tiradentes;Música
694;O Jornal das Senhoras (01/02/1852);Jornal
695;Mapa – Pantanal Matogrossense;Mapa
696;Comitiva Esperança;Música
697;O Fardo do Homem Branco;Poema
698;A Jangada: 800 léguas pelo Amazonas;Literatura
699;Conto dos Orixás;História em quadrinhos
700;Leite Condensado de Borden / Leite Moça / Farinha Láctea;Propagandas
701;Mulheres “escolhedeiras” na mina Hercílio Luz (1938-1939);Fotografia
702;"Nordestino, sim; Nordestinado, não!";Poesia
703;Carta ao Padre Geral de São Vicente (31/05/1560);Carta
704;Desabou o Elevado Paulo de Frontin / Responsabilidades;Jornal
705;Retrato do Intrépido Marinheiro Simão (1853-57);Óleo sobre tela
706;Correio Mercantil (06 e 15 de novembro de 1853);Jornal
707;História nacional em São Paulo: o Museu Paulista em 1922;Texto acadêmico
708;Por que as meninas não querem fazer ciências exatas?;Jornal acadêmico
709;Trainee 2021 / Liderança negra;Propagandas
710;Conhecendo e Debatendo a História do Maranhão;Livro paradidático
711;Eu só peço a Deus;Música
712;Carta de 1950 (Documento da Tarefa);Documento
713;Ordenações Filipinas, 1603;Documento legal
714;Código Criminal de 1830;Documento legal
715;Código Penal de 1890;Documento legal
716;ReAntropofagia (2019);Técnica mista / Arte
717;Capturas de tela: Perguntas Google / Tweets (Bring me back/Pirâmides);Captura de tela
718;Xondaro Ka’aguy Reguá;Música e videoclipe
719;Cultura e alimentação na Paraíba;Texto acadêmico
720;Reflexões sobre o Charlatanismo / Guia médica das mães;Manual/Livro
721;Mapa Moral e Político do Mundo Habitado;Mapa
722;Memorial Coluna Prestes (Edifícios, Escultura e Projeto);Conjunto Documental
723;Sessão Aniversária da Sociedade Auxiliadora da Indústria Nacional;Discurso
724;Conjunto de notícias: Jair Bolsonaro e falas misóginas;Jornal eletrônico
725;Questionário da equipe participante da 14ª ONHB;Formulário
726;Pichação na Bienal de Berlim: arte ou crime?;Jornal eletrônico
727;Anchieta;Literatura
728;Reminiscências de viagens e permanência no Brasil;Relato de viajante
729;Revista Placar 738 (1984) / Futebol feminino sem preconceitos;Revista/Artigo
730;Em que se trata de uma alimária que se chama jaguaretê;Tratado
731;Associação Brazil Livre (Páginas 1 a 4);Folhetos
732;Tombo da Paróquia do Rosário e São Benedito;Registro paroquial
733;Alô, alô extremo Norte!;Texto acadêmico
734;Coroação de D. Pedro I;Óleo sobre tela
735;História da Moda (Instagram);Rede social
736;Triste, louca ou má;Música
737;Lagoa das Tretas, 1835 (Rugendas);Litografia
738;Alexandrina e sua cidade, 1944 (Carybé);Pintura a óleo
739;Mulheres de Tejucupapo, 2015 (Tereza Costa Rêgo);Painel
740;Mulher do fim do mundo (2017);Canção/Videoclipe
741;Anielle Franco - Roda Viva;Instagram
742;Samba no Terreiro (1957);Óleo sobre tela
743;Lives: Precarização do trabalho / Escravismo envergonhado;Live/Vídeo
744;Capítulo XVIII - O que podemos chamar leis e policiamento...;Relato
745;A Festa do Trabalho;Revista
746;Guerra à guerra!;Jornal
747;O centenário brasileiro;Jornal
748;Pintura Rupestre: Parque Nacional Serra da Capivara;Pintura Rupestre
749;Nos Tempos do Imperador;Telenovela
750;Notícias sobre Vampiros (SP e Serra da Mantiqueira);Jornal eletrônico
751;Urupês;Literatura
752;Vejam só!;Tirinha
753;A sociedade aberta e seus inimigos;Texto acadêmico
754;Os Estatutos do Homem;Literatura
755;Brasil de Braços Abertos;Curso/Material
756;UFSC homenageia Antonieta de Barros;Jornal eletrônico
757;Centro de Ceilândia (déc. 1970);Fotografia
758;A construção injusta do espaço urbano;Livro
759;‘Racismo reverso’ de Risério busca deslegitimar luta racial;Jornal eletrônico
760;Portugal dos Pequenitos (Fotos e Totens);Conjunto Visual
761;A potência económica do Brasil;Livro
762;Como o ‘privilégio corporal’ cria barreiras para pessoas gordas;Jornal eletrônico
763;História e morte do Bode Ioiô (Entrevista e Manchete);Jornal/Entrevista
764;Xica da Silva (Foto);Fotografia
765;Chica da Silva e o contratador de diamantes;Texto acadêmico
766;Reconvexo;Canção
767;#DeixaElaTrabalhar;Vídeo
768;Certidão da Escola Normal do Distrito Federal;Documento escolar
769;Marcados I, II, III / Notícia: Marcados - Bienal;Foto / Notícia
770;Unesco inclui duas áreas do Brasil na lista de geoparques;Jornal eletrônico
771;Bebida dos deuses;Texto acadêmico
772;Boemia e modernidade em Cuiabá;Texto acadêmico
773;Zé Bolo-Flor, c. 1950;Fotografia
774;Fique Viva;Música
775;As Ligas Camponesas na Paraíba;Texto acadêmico
776;Depoimento de Elizabeth Teixeira;Depoimento
777;Civilization VI (Trailer);Vídeo / Game
778;Sobre História e Videogames;Texto acadêmico
779;Capivarol – O Rei dos Tonicos (I, II e III);Propaganda
780;Crônica Social / Sociais / Debutante;Conjunto (Imprensa)
781;Axé, axé para todo mundo, axé;Vinheta
782;Questionário da 15ª ONHB;Documento
783;Obra de Di Cavalcanti danificada no Planalto (Notícia);Manchete
784;Vozes-Mulheres;Poesia
785;A cidade;Música
786;Linda Casa de Época Moderna (Aluguel);Anúncio
787;Marcas da Memória Dopinho;Placa
788;Journal of a Residence in India / Chile;Diário
789;Respondendo perguntas do Instagram #1;Vídeo
790;Desclassificados do ouro;Texto acadêmico
791;Bandeirantes a Caminho das Minas, 1920;Óleo sobre tela
792;Esculturas Urbanas (Caranguejo, Serpente, Bauruzinho, etc);Conjunto de Notícias
793;A queda do céu;Livro
794;Nepu Arquepu [Rede Macaco], 2019;Acrílica sobre madeira
795;Café para estação, 1903;Óleo sobre tela
796;Hitome de wakaru manga sekai manga genj? chizu, 1932;Mapa / Manga
797;Contribuições indígenas para a ciência no Brasil;Texto acadêmico
798;Até Quando Esperar;Música
799;A terra da gente (Capa, pág 6-7, encartes);Livro didático
800;Afirma Pereira: um testemunho;Literatura
801;O integralismo literário de Plínio Salgado e o salazarismo;Texto acadêmico
802;Acendedores de lampião;Fotografia
803;Que horas ela volta?;Trailer
804;Impressões Rebeldes (Reritiba, Inconfidência, Macaé);Site / Digital
805;Bilhete de Jânio Quadros ao CND;Bilhete
806;Não há cartografia no mundo dos pajés;Desenho sobre mapa
807;Doc 041 a 054 (Série histórica ONHB);Documentos codificados
808;A última floresta;Trailer
809;Tecnologia é liberdade;Propaganda
810;O sentido da colonização;Texto acadêmico
811;Entrevista com Fernando Novais;Entrevista
812;Peste Gay / Brasil contra a AIDS;Jornal / Propaganda
813;Boletim da Libertadora Norte-Rio Grandense;Jornal
814;Ausenc’as (Luiz Eurico Tejera Lisbôa);Foto / Biografia
815;Museu Republicano (Gazeta de Notícias e O Malho);Jornal
816;Seguro você vive melhor / Especialistas veem perigo...;Propaganda / Jornal
817;O Último Tamoio;Óleo sobre tela
818;É (Gonzaguinha);Música
819;Documento Manuscrito Cartorial (Século XIX);Manuscrito
820;Manto Tupinambá (Retorno da Dinamarca e Exposição);Artefato / Notícia
821;Pela internet / Pela internet 2;Música
822;Relatório do Pres. da Província de PE (1857);Relatório
823;“CIDADE VIGIADA”, “CIDADE CIVILIZADA”;Texto acadêmico
824;Não é justo que ela tenha um Volkswagen só para ela?;Propaganda
825;Tipiti (Amazonas e Arumã);Artefato
826;Sujismundo (Campanhas de 1972/1977 e Jornal Digital);Conjunto (Campanha)
827;A cidade imaginada;Texto acadêmico
828;Fora Collor / Passeatas dos Caras-Pintadas;Fotografia
829;Demolição do Morro do Castelo (1922);Fotografia
830;Alisadores de Cabelos Crespos / Cabelisador;Propaganda
831;Questionário de Equipe (Tarefa);Documento
832;Allejo e o futebol nos videogames (Videoclipe, Meme, Blog);Conjunto Digital
833;Festa da Colheita do Capim Dourado / Vestidos;Jornal / Vestuário
834;Barracos históricos: Tratado de Tordesilhas;Vídeo (Redes Sociais)
835;Mestre Vitalino – A vida inteligente no barro;Cordel
836;Grandes empresas y dictaduras / Listas Negras;Texto acadêmico / Jornal
837;Noticias Scientificas / O Daguerreotypo;Jornal
838;Registros rupestres de araucárias no Paraná;Pintura rupestre
839;Quatro homens em uma jangada;Revista
840;A market stall (Uma tenda de mercado);Gravura
841;Metrópole;Música
842;Vista da Vila de N. Sra. do Desterro (Ilha de Sta. Catarina);Gravura em metal
843;Exposição Estadual do Rio Grande do Sul (1901);Litografia
844;Ensaio da peça “Sortilégio” (Teatro Experimental do Negro);Fotografia
845;Batalha do Jenipapo: Independência no Piauí;Videoaula / Jornal
846;Em nome do objeto / Do teatro da memória...;Texto acadêmico
847;Os objetos sobrevivem ao morto;Poesia
848;Guerra dos super-heróis / Cavaleiros do Zodíaco;Revista / Propaganda
849;O que são arquivos pessoais;Texto acadêmico
850;Na câmara de torturas o TV Philips 550 resistiu a tudo;Propaganda
851;Xenofobia em Portugal (Vídeo, Jornal e Gráficos CICDR);Conjunto Documental
852;Modos e modas do Rio Grande do Sul;Revista
853;Peabiru (Canção e Jornal sobre o caminho indígena);Música / Jornal
854;Os indígenas adoram os alimentos líquidos;Texto acadêmico
855;A Redenção de Cam (1895 - Óleo / 2022 - Aquarela);Óleo sobre tela / Aquarela
856;Por onde queira que transite;Texto acadêmico
857;Sirene da Folha (Centro de SP);Jornal
858;Crônica do viver baiano seiscentista (Gregório de Matos);Crônica / Literatura
859;Sintonizah / Regueiros Guerreiros;Trailer / Música
860;Troque com seus amigos mensagens secretas;Propaganda
861;VOCÊ SABIA? TURMA DA MÔNICA (I a V);História em quadrinhos
862;Que País é Este (Uso político no TikTok);Jornal
863;Entrada do Colégio Des Oiseaux;Fotografia
864;Viagem de estudos às colônias alemãs do Espírito Santo;Texto acadêmico
865;Depoimentos – Júlio Santos;Documentário
866;Canhão Cristiano e Troféus da Guerra do Paraguai;Jornal / Abaixo-assinado
867;Carta manuscrita do início do século XX;Manuscrito
868;Halloween…;Charge
869;Chronica da Companhia de Jesu do estado do Brasil;Crônica
870;Amado / Benedicto / Joaquim Teixeira / Casa de Correção;Livro de Registro / Relatório
871;Com o tímido apoio da Anistia;Reportagem
872;Brasil Pandeiro;Música
873;A tragédia dos calvos / Um que precisa de Jaboo;Propaganda
874;O Avestruz / Bilhetes do Jardim Zoológico e Jogo do Bicho;Texto acadêmico / Bilhete
875;Dra. Maria Coelho;Reportagem
876;Casagrande explica o que foi a Democracia Corinthiana;Entrevista
877;União Negra Catarinense;Texto de jornal
878;Questionário de perfil socioeconômico;Documento
879;Me chame pelo meu nome;Peça publicitária
880;Angústia (Graciliano Ramos);Romance
881;Carta de Helena Silva Stein para sua irmã Flávia;Carta
882;Roosevelt já tinha desbravado Amazônia antes de Biden;Matéria jornalística
883;A Volta pra Casa;Videoclipe
884;Efemérides Brasileiras / Uma História, 1819–1820;Trecho de Livro / Gravura
885;Folk-lore do Brasil Central;Artigo de opinião
886;Recibo de pagamento por serviços prestados;Recibo
887;Descrição fantasiosa de animais / O mundo novo;Gravura / Livro
888;Humanae I e II (Angélica Dass);Fotografia
889;Embarque da família real para o Brasil;Óleo sobre tela
890;O voto às mulheres: quadros de futuro;Gravura – Charge
891;Festa da Uva;Fotografia
892;Festa Confederada / Manifesto / Festa dos Americanos;Conjunto de Reportagens
893;Tratado proposto a Manuel da Silva Ferreira pelos escravos;Tratado
894;Guerra do Paraguai: Residentas, destinadas e recordações;Carta / Texto / Memória
895;“Trilha rupestre” em Mato Grosso do Sul;Jornal digital
896;Chat avec un perroquet – Gato com um papagaio;Óleo sobre madeira
897;Actos do Poder Legislativo / Decreto nº 3.890 (1901);Documento legal
898;Al Capone (Raul Seixas);Música
899;Ginástica e soldados (Corte de cabelo e barba);Fotografia
900;A hora dos ruminantes;Romance
901;A memória, a história e o fogo;Jornal eletrônico
902;Cangaço Overdrive (Sinopse e Páginas 12-13);HQ / Sinopse
903;Capitães do mato;Texto acadêmico
904;Orelhão (Projeto de Chu Ming Silveira e Fotografia);Projeto / Foto
905;Amenidades da Rua;Crônica
906;Maria da Conceição Tavares;Texto acadêmico
907;Sessão de 3 de setembro de 1930 / Nome de João Pessoa;Jornal / Manchete
908;Linhas de desejo e Relatório do Plano Piloto (Brasília);Fotografia / Relatório
909;O boi voador / O valeroso Lucideno;Vídeo / Crônica
910;Espertirina Martins (Grafite e Texto Acadêmico);Grafite / Texto
911;Etnografia cultural da flora mágica brasileira;Conjunto (Arte/Curadoria)
912;Mashups: George Michael/K-ximbinho e X-Men/Hermeto;Vídeo
913;Matrícula e Cédula de Identidade de Olegario;Documento Pessoal
